image_id,sherd_id,unit,part,type,image_side,image_id_original,unit_C,part_C,type_C
JD08272_exterior,JD08272,L08,body,,exterior,JD_16543,H690⑧,腹片,
JD08272_interior,JD08272,L08,body,,interior,JD_16544,H690⑧,腹片,
JD08273_exterior,JD08273,L08,body,,exterior,JD_16545,H690⑧,腹片,
JD08273_interior,JD08273,L08,body,,interior,JD_16546,H690⑧,腹片,
JD08274_exterior,JD08274,L08,body,,exterior,JD_16547,H690⑧,腹片,
JD08274_interior,JD08274,L08,body,,interior,JD_16548,H690⑧,腹片,
JD08275_exterior,JD08275,L08,body,,exterior,JD_16549,H690⑧,腹片,
JD08275_interior,JD08275,L08,body,,interior,JD_16550,H690⑧,腹片,
JD08276_exterior,JD08276,L08,body,,exterior,JD_16551,H690⑧,腹片,
JD08276_interior,JD08276,L08,body,,interior,JD_16552,H690⑧,腹片,
JD08277_exterior,JD08277,L08,body,,exterior,JD_16553,H690⑧,腹片,
JD08277_interior,JD08277,L08,body,,interior,JD_16554,H690⑧,腹片,
JD08278_exterior,JD08278,L08,body,,exterior,JD_16555,H690⑧,腹片,
JD08278_interior,JD08278,L08,body,,interior,JD_16556,H690⑧,腹片,
JD08279_exterior,JD08279,L08,body,,exterior,JD_16557,H690⑧,腹片,
JD08279_interior,JD08279,L08,body,,interior,JD_16558,H690⑧,腹片,
JD08280_exterior,JD08280,L08,body,,exterior,JD_16559,H690⑧,腹片,
JD08280_interior,JD08280,L08,body,,interior,JD_16560,H690⑧,腹片,
JD08281_exterior,JD08281,L08,body,,exterior,JD_16561,H690⑧,腹片,
JD08281_interior,JD08281,L08,body,,interior,JD_16562,H690⑧,腹片,
JD08282_exterior,JD08282,L08,body,li crotch,exterior,JD_16563,H690⑧,腹片,鬲裆部
JD08282_interior,JD08282,L08,body,li crotch,interior,JD_16564,H690⑧,腹片,鬲裆部
JD08283_exterior,JD08283,L08,body,,exterior,JD_16565,H690⑧,腹片,
JD08283_interior,JD08283,L08,body,,interior,JD_16566,H690⑧,腹片,
JD08284_exterior,JD08284,L08,body,,exterior,JD_16567,H690⑧,腹片,
JD08284_interior,JD08284,L08,body,,interior,JD_16568,H690⑧,腹片,
JD08285_exterior,JD08285,L08,body,,exterior,JD_16569,H690⑧,腹片,
JD08285_interior,JD08285,L08,body,,interior,JD_16570,H690⑧,腹片,
JD08286_exterior,JD08286,L08,body,,exterior,JD_16571,H690⑧,腹片,
JD08286_interior,JD08286,L08,body,,interior,JD_16572,H690⑧,腹片,
JD08287_exterior,JD08287,L08,body,,exterior,JD_16573,H690⑧,腹片,
JD08287_interior,JD08287,L08,body,,interior,JD_16574,H690⑧,腹片,
JD08288_exterior,JD08288,L08,body,,exterior,JD_16575,H690⑧,腹片,
JD08288_interior,JD08288,L08,body,,interior,JD_16576,H690⑧,腹片,
JD08289_exterior,JD08289,L08,body,,exterior,JD_16577,H690⑧,腹片,
JD08289_interior,JD08289,L08,body,,interior,JD_16578,H690⑧,腹片,
JD08290_exterior,JD08290,L08,body,,exterior,JD_16579,H690⑧,腹片,
JD08290_interior,JD08290,L08,body,,interior,JD_16580,H690⑧,腹片,
JD08291_exterior,JD08291,L08,rim,,exterior,JD_16581,H690⑧,口沿,
JD08291_interior,JD08291,L08,rim,,interior,JD_16582,H690⑧,口沿,
JD08292_exterior,JD08292,L08,body,,exterior,JD_16583,H690⑧,腹片,
JD08292_interior,JD08292,L08,body,,interior,JD_16584,H690⑧,腹片,
JD08293_exterior,JD08293,L08,body,,exterior,JD_16585,H690⑧,腹片,
JD08293_interior,JD08293,L08,body,,interior,JD_16586,H690⑧,腹片,
JD08294_exterior,JD08294,L08,rim,,exterior,JD_16587,H690⑧,口沿,
JD08294_interior,JD08294,L08,rim,,interior,JD_16588,H690⑧,口沿,
JD08295_exterior,JD08295,L08,body,,exterior,JD_16589,H690⑧,腹片,
JD08295_interior,JD08295,L08,body,,interior,JD_16590,H690⑧,腹片,
JD08296_exterior,JD08296,L08,body,,exterior,JD_16591,H690⑧,腹片,
JD08296_interior,JD08296,L08,body,,interior,JD_16592,H690⑧,腹片,
JD08297_exterior,JD08297,L08,body,,exterior,JD_16593,H690⑧,腹片,
JD08297_interior,JD08297,L08,body,,interior,JD_16594,H690⑧,腹片,
JD08298_exterior,JD08298,L08,rim,,exterior,JD_16595,H690⑧,口沿,
JD08298_interior,JD08298,L08,rim,,interior,JD_16596,H690⑧,口沿,
JD08299_exterior,JD08299,L08,body,,exterior,JD_16597,H690⑧,腹片,
JD08299_interior,JD08299,L08,body,,interior,JD_16598,H690⑧,腹片,
JD08300_exterior,JD08300,L08,body,,exterior,JD_16599,H690⑧,腹片,
JD08300_interior,JD08300,L08,body,,interior,JD_16600,H690⑧,腹片,
JD08301_exterior,JD08301,L08,body,,exterior,JD_16601,H690⑧,腹片,
JD08301_interior,JD08301,L08,body,,interior,JD_16602,H690⑧,腹片,
JD08302_exterior,JD08302,L08,body,,exterior,JD_16603,H690⑧,腹片,
JD08302_interior,JD08302,L08,body,,interior,JD_16604,H690⑧,腹片,
JD08303_exterior,JD08303,L08,body,,exterior,JD_16605,H690⑧,腹片,
JD08303_interior,JD08303,L08,body,,interior,JD_16606,H690⑧,腹片,
JD08304_exterior,JD08304,L08,body,,exterior,JD_16607,H690⑧,腹片,
JD08304_interior,JD08304,L08,body,,interior,JD_16608,H690⑧,腹片,
JD08305_exterior,JD08305,L08,body,,exterior,JD_16609,H690⑧,腹片,
JD08305_interior,JD08305,L08,body,,interior,JD_16610,H690⑧,腹片,
JD08306_exterior,JD08306,L08,body,,exterior,JD_16611,H690⑧,腹片,
JD08306_interior,JD08306,L08,body,,interior,JD_16612,H690⑧,腹片,
JD08307_exterior,JD08307,L08,rim,,exterior,JD_16613,H690⑧,口沿,
JD08307_interior,JD08307,L08,rim,,interior,JD_16614,H690⑧,口沿,
JD08308_exterior,JD08308,L08,body,,exterior,JD_16615,H690⑧,腹片,
JD08308_interior,JD08308,L08,body,,interior,JD_16616,H690⑧,腹片,
JD08309_exterior,JD08309,L08,body,,exterior,JD_16617,H690⑧,腹片,
JD08309_interior,JD08309,L08,body,,interior,JD_16618,H690⑧,腹片,
JD08310_exterior,JD08310,L08,body,,exterior,JD_16619,H690⑧,腹片,
JD08310_interior,JD08310,L08,body,,interior,JD_16620,H690⑧,腹片,
JD08311_exterior,JD08311,L08,body,,exterior,JD_16621,H690⑧,腹片,
JD08311_interior,JD08311,L08,body,,interior,JD_16622,H690⑧,腹片,
JD08312_exterior,JD08312,L08,rim,,exterior,JD_16623,H690⑧,口沿,
JD08312_interior,JD08312,L08,rim,,interior,JD_16624,H690⑧,口沿,
JD08313_exterior,JD08313,L08,body,,exterior,JD_16625,H690⑧,腹片,
JD08313_interior,JD08313,L08,body,,interior,JD_16626,H690⑧,腹片,
JD08314_exterior,JD08314,L08,body,,exterior,JD_16627,H690⑧,腹片,
JD08314_interior,JD08314,L08,body,,interior,JD_16628,H690⑧,腹片,
JD08315_exterior,JD08315,L08,body,,exterior,JD_16629,H690⑧,腹片,
JD08315_interior,JD08315,L08,body,,interior,JD_16630,H690⑧,腹片,
JD08316_exterior,JD08316,L08,body,,exterior,JD_16631,H690⑧,腹片,
JD08316_interior,JD08316,L08,body,,interior,JD_16632,H690⑧,腹片,
JD08317_exterior,JD08317,L08,body,,exterior,JD_16633,H690⑧,腹片,
JD08317_interior,JD08317,L08,body,,interior,JD_16634,H690⑧,腹片,
JD08318_exterior,JD08318,L08,body,,exterior,JD_16635,H690⑧,腹片,
JD08318_interior,JD08318,L08,body,,interior,JD_16636,H690⑧,腹片,
JD08319_exterior,JD08319,L08,body,,exterior,JD_16637,H690⑧,腹片,
JD08319_interior,JD08319,L08,body,,interior,JD_16638,H690⑧,腹片,
JD08320_exterior,JD08320,L08,rim,,exterior,JD_16639,H690⑧,口沿,
JD08320_interior,JD08320,L08,rim,,interior,JD_16640,H690⑧,口沿,
JD08321_exterior,JD08321,L08,body,,exterior,JD_16641,H690⑧,腹片,
JD08321_interior,JD08321,L08,body,,interior,JD_16642,H690⑧,腹片,
JD08322_exterior,JD08322,L08,body,,exterior,JD_16643,H690⑧,腹片,
JD08322_interior,JD08322,L08,body,,interior,JD_16644,H690⑧,腹片,
JD08323_exterior,JD08323,L08,body,,exterior,JD_16645,H690⑧,腹片,
JD08323_interior,JD08323,L08,body,,interior,JD_16646,H690⑧,腹片,
JD08324_exterior,JD08324,L08,body,,exterior,JD_16647,H690⑧,腹片,
JD08324_interior,JD08324,L08,body,,interior,JD_16648,H690⑧,腹片,
JD08325_exterior,JD08325,L08,body,,exterior,JD_16649,H690⑧,腹片,
JD08325_interior,JD08325,L08,body,,interior,JD_16650,H690⑧,腹片,
JD08326_exterior,JD08326,L08,body,,exterior,JD_16651,H690⑧,腹片,
JD08326_interior,JD08326,L08,body,,interior,JD_16652,H690⑧,腹片,
JD08327_exterior,JD08327,L08,body,,exterior,JD_16653,H690⑧,腹片,
JD08327_interior,JD08327,L08,body,,interior,JD_16654,H690⑧,腹片,
JD08328_exterior,JD08328,L08,body,,exterior,JD_16655,H690⑧,腹片,
JD08328_interior,JD08328,L08,body,,interior,JD_16656,H690⑧,腹片,
JD08329_exterior,JD08329,L08,body,,exterior,JD_16657,H690⑧,腹片,
JD08329_interior,JD08329,L08,body,,interior,JD_16658,H690⑧,腹片,
JD08330_exterior,JD08330,L08,body,,exterior,JD_16659,H690⑧,腹片,
JD08330_interior,JD08330,L08,body,,interior,JD_16660,H690⑧,腹片,
JD08331_exterior,JD08331,L08,body,,exterior,JD_16661,H690⑧,腹片,
JD08331_interior,JD08331,L08,body,,interior,JD_16662,H690⑧,腹片,
JD08332_exterior,JD08332,L08,body,,exterior,JD_16663,H690⑧,腹片,
JD08332_interior,JD08332,L08,body,,interior,JD_16664,H690⑧,腹片,
JD08333_exterior,JD08333,L08,body,,exterior,JD_16665,H690⑧,腹片,
JD08333_interior,JD08333,L08,body,,interior,JD_16666,H690⑧,腹片,
JD08334_exterior,JD08334,L08,body,,exterior,JD_16667,H690⑧,腹片,
JD08334_interior,JD08334,L08,body,,interior,JD_16668,H690⑧,腹片,
JD08335_exterior,JD08335,L08,body,,exterior,JD_16669,H690⑧,腹片,
JD08335_interior,JD08335,L08,body,,interior,JD_16670,H690⑧,腹片,
JD08336_exterior,JD08336,L08,body,,exterior,JD_16671,H690⑧,腹片,
JD08336_interior,JD08336,L08,body,,interior,JD_16672,H690⑧,腹片,
JD08337_exterior,JD08337,L08,body,,exterior,JD_16673,H690⑧,腹片,
JD08337_interior,JD08337,L08,body,,interior,JD_16674,H690⑧,腹片,
JD08338_exterior,JD08338,L08,body,,exterior,JD_16675,H690⑧,腹片,
JD08338_interior,JD08338,L08,body,,interior,JD_16676,H690⑧,腹片,
JD08339_exterior,JD08339,L08,body,,exterior,JD_16677,H690⑧,腹片,
JD08339_interior,JD08339,L08,body,,interior,JD_16678,H690⑧,腹片,
JD08340_exterior,JD08340,L08,body,,exterior,JD_16679,H690⑧,腹片,
JD08340_interior,JD08340,L08,body,,interior,JD_16680,H690⑧,腹片,
JD08341_exterior,JD08341,L08,body,,exterior,JD_16681,H690⑧,腹片,
JD08341_interior,JD08341,L08,body,,interior,JD_16682,H690⑧,腹片,
JD08342_exterior,JD08342,L08,body,,exterior,JD_16683,H690⑧,腹片,
JD08342_interior,JD08342,L08,body,,interior,JD_16684,H690⑧,腹片,
JD08343_exterior,JD08343,L08,body,,exterior,JD_16685,H690⑧,腹片,
JD08343_interior,JD08343,L08,body,,interior,JD_16686,H690⑧,腹片,
JD08344_exterior,JD08344,L08,body,,exterior,JD_16687,H690⑧,腹片,
JD08344_interior,JD08344,L08,body,,interior,JD_16688,H690⑧,腹片,
JD08345_exterior,JD08345,L08,body,,exterior,JD_16689,H690⑧,腹片,
JD08345_interior,JD08345,L08,body,,interior,JD_16690,H690⑧,腹片,
JD08346_exterior,JD08346,L08,body,,exterior,JD_16691,H690⑧,腹片,
JD08346_interior,JD08346,L08,body,,interior,JD_16692,H690⑧,腹片,
JD08347_exterior,JD08347,L08,body,,exterior,JD_16693,H690⑧,腹片,
JD08347_interior,JD08347,L08,body,,interior,JD_16694,H690⑧,腹片,
JD08348_exterior,JD08348,L08,body,,exterior,JD_16695,H690⑧,腹片,
JD08348_interior,JD08348,L08,body,,interior,JD_16696,H690⑧,腹片,
JD08349_exterior,JD08349,L08,body,,exterior,JD_16697,H690⑧,腹片,
JD08349_interior,JD08349,L08,body,,interior,JD_16698,H690⑧,腹片,
JD08350_exterior,JD08350,L08,body,,exterior,JD_16699,H690⑧,腹片,
JD08350_interior,JD08350,L08,body,,interior,JD_16700,H690⑧,腹片,
JD08351_exterior,JD08351,L08,body,,exterior,JD_16701,H690⑧,腹片,
JD08351_interior,JD08351,L08,body,,interior,JD_16702,H690⑧,腹片,
JD08352_exterior,JD08352,L08,body,,exterior,JD_16703,H690⑧,腹片,
JD08352_interior,JD08352,L08,body,,interior,JD_16704,H690⑧,腹片,
JD08353_exterior,JD08353,L08,body,,exterior,JD_16705,H690⑧,腹片,
JD08353_interior,JD08353,L08,body,,interior,JD_16706,H690⑧,腹片,
JD08354_exterior,JD08354,L08,body,,exterior,JD_16707,H690⑧,腹片,
JD08354_interior,JD08354,L08,body,,interior,JD_16708,H690⑧,腹片,
JD08355_exterior,JD08355,L08,body,li crotch,exterior,JD_16709,H690⑧,腹片,鬲裆部
JD08355_interior,JD08355,L08,body,li crotch,interior,JD_16710,H690⑧,腹片,鬲裆部
JD08356_exterior,JD08356,L08,body,,exterior,JD_16711,H690⑧,腹片,
JD08356_interior,JD08356,L08,body,,interior,JD_16712,H690⑧,腹片,
JD08357_exterior,JD08357,L08,body,,exterior,JD_16713,H690⑧,腹片,
JD08357_interior,JD08357,L08,body,,interior,JD_16714,H690⑧,腹片,
JD08358_exterior,JD08358,L08,body,,exterior,JD_16715,H690⑧,腹片,
JD08358_interior,JD08358,L08,body,,interior,JD_16716,H690⑧,腹片,
JD08359_exterior,JD08359,L08,body,,exterior,JD_16717,H690⑧,腹片,
JD08359_interior,JD08359,L08,body,,interior,JD_16718,H690⑧,腹片,
JD08360_exterior,JD08360,L08,body,,exterior,JD_16719,H690⑧,腹片,
JD08360_interior,JD08360,L08,body,,interior,JD_16720,H690⑧,腹片,
JD08361_exterior,JD08361,L08,body,,exterior,JD_16721,H690⑧,腹片,
JD08361_interior,JD08361,L08,body,,interior,JD_16722,H690⑧,腹片,
JD08362_exterior,JD08362,L08,body,,exterior,JD_16723,H690⑧,腹片,
JD08362_interior,JD08362,L08,body,,interior,JD_16724,H690⑧,腹片,
JD08363_exterior,JD08363,L08,body,,exterior,JD_16725,H690⑧,腹片,
JD08363_interior,JD08363,L08,body,,interior,JD_16726,H690⑧,腹片,
JD08364_exterior,JD08364,L08,body,,exterior,JD_16727,H690⑧,腹片,
JD08364_interior,JD08364,L08,body,,interior,JD_16728,H690⑧,腹片,
JD08365_exterior,JD08365,L08,body,,exterior,JD_16729,H690⑧,腹片,
JD08365_interior,JD08365,L08,body,,interior,JD_16730,H690⑧,腹片,
JD08366_exterior,JD08366,L08,body,,exterior,JD_16731,H690⑧,腹片,
JD08366_interior,JD08366,L08,body,,interior,JD_16732,H690⑧,腹片,
JD08367_exterior,JD08367,L08,body,,exterior,JD_16733,H690⑧,腹片,
JD08367_interior,JD08367,L08,body,,interior,JD_16734,H690⑧,腹片,
JD08368_exterior,JD08368,L08,body,,exterior,JD_16735,H690⑧,腹片,
JD08368_interior,JD08368,L08,body,,interior,JD_16736,H690⑧,腹片,
JD08369_exterior,JD08369,L08,body,,exterior,JD_16737,H690⑧,腹片,
JD08369_interior,JD08369,L08,body,,interior,JD_16738,H690⑧,腹片,
JD08370_exterior,JD08370,L08,body,,exterior,JD_16739,H690⑧,腹片,
JD08370_interior,JD08370,L08,body,,interior,JD_16740,H690⑧,腹片,
JD08371_exterior,JD08371,L08,body,,exterior,JD_16741,H690⑧,腹片,
JD08371_interior,JD08371,L08,body,,interior,JD_16742,H690⑧,腹片,
JD08372_exterior,JD08372,L08,body,,exterior,JD_16743,H690⑧,腹片,
JD08372_interior,JD08372,L08,body,,interior,JD_16744,H690⑧,腹片,
JD08373_exterior,JD08373,L08,body,,exterior,JD_16745,H690⑧,腹片,
JD08373_interior,JD08373,L08,body,,interior,JD_16746,H690⑧,腹片,
JD08374_exterior,JD08374,L08,body,,exterior,JD_16747,H690⑧,腹片,
JD08374_interior,JD08374,L08,body,,interior,JD_16748,H690⑧,腹片,
JD08375_exterior,JD08375,L08,body,,exterior,JD_16749,H690⑧,腹片,
JD08375_interior,JD08375,L08,body,,interior,JD_16750,H690⑧,腹片,
JD08376_exterior,JD08376,L08,body,,exterior,JD_16751,H690⑧,腹片,
JD08376_interior,JD08376,L08,body,,interior,JD_16752,H690⑧,腹片,
JD08377_exterior,JD08377,L08,body,,exterior,JD_16753,H690⑧,腹片,
JD08377_interior,JD08377,L08,body,,interior,JD_16754,H690⑧,腹片,
JD08378_exterior,JD08378,L08,body,,exterior,JD_16755,H690⑧,腹片,
JD08378_interior,JD08378,L08,body,,interior,JD_16756,H690⑧,腹片,
JD08379_exterior,JD08379,L08,body,,exterior,JD_16757,H690⑧,腹片,
JD08379_interior,JD08379,L08,body,,interior,JD_16758,H690⑧,腹片,
JD08380_exterior,JD08380,L08,body,,exterior,JD_16759,H690⑧,腹片,
JD08380_interior,JD08380,L08,body,,interior,JD_16760,H690⑧,腹片,
JD08381_exterior,JD08381,L08,body,,exterior,JD_16761,H690⑧,腹片,
JD08381_interior,JD08381,L08,body,,interior,JD_16762,H690⑧,腹片,
JD08382_exterior,JD08382,L08,body,,exterior,JD_16763,H690⑧,腹片,
JD08382_interior,JD08382,L08,body,,interior,JD_16764,H690⑧,腹片,
JD08383_exterior,JD08383,L08,body,,exterior,JD_16765,H690⑧,腹片,
JD08383_interior,JD08383,L08,body,,interior,JD_16766,H690⑧,腹片,
JD08384_exterior,JD08384,L08,body,,exterior,JD_16767,H690⑧,腹片,
JD08384_interior,JD08384,L08,body,,interior,JD_16768,H690⑧,腹片,
JD08385_exterior,JD08385,L08,body,,exterior,JD_16769,H690⑧,腹片,
JD08385_interior,JD08385,L08,body,,interior,JD_16770,H690⑧,腹片,
JD08386_exterior,JD08386,L08,body,,exterior,JD_16771,H690⑧,腹片,
JD08386_interior,JD08386,L08,body,,interior,JD_16772,H690⑧,腹片,
JD08387_exterior,JD08387,L08,body,,exterior,JD_16773,H690⑧,腹片,
JD08387_interior,JD08387,L08,body,,interior,JD_16774,H690⑧,腹片,
JD08388_exterior,JD08388,L08,rim,,exterior,JD_16775,H690⑧,口沿,
JD08388_interior,JD08388,L08,rim,,interior,JD_16776,H690⑧,口沿,
JD08389_exterior,JD08389,L08,body,,exterior,JD_16777,H690⑧,腹片,
JD08389_interior,JD08389,L08,body,,interior,JD_16778,H690⑧,腹片,
JD08390_exterior,JD08390,L08,body,,exterior,JD_16779,H690⑧,腹片,
JD08390_interior,JD08390,L08,body,,interior,JD_16780,H690⑧,腹片,
JD08391_exterior,JD08391,L08,body,,exterior,JD_16781,H690⑧,腹片,
JD08391_interior,JD08391,L08,body,,interior,JD_16782,H690⑧,腹片,
JD08392_exterior,JD08392,L08,body,,exterior,JD_16783,H690⑧,腹片,
JD08392_interior,JD08392,L08,body,,interior,JD_16784,H690⑧,腹片,
JD08393_exterior,JD08393,L08,foot (tip),"li, yan, ding",exterior,JD_16785,H690⑧,足尖,鬲、甗或鼎
JD08393_interior,JD08393,L08,foot (tip),"li, yan, ding",interior,JD_16786,H690⑧,足尖,鬲、甗或鼎
JD08394_exterior,JD08394,L08,body,,exterior,JD_16787,H690⑧,腹片,
JD08394_interior,JD08394,L08,body,,interior,JD_16788,H690⑧,腹片,
JD08395_exterior,JD08395,L08,body,,exterior,JD_16789,H690⑧,腹片,
JD08395_interior,JD08395,L08,body,,interior,JD_16790,H690⑧,腹片,
JD08396_exterior,JD08396,L08,body,,exterior,JD_16791,H690⑧,腹片,
JD08396_interior,JD08396,L08,body,,interior,JD_16792,H690⑧,腹片,
JD08397_exterior,JD08397,L08,rim,,exterior,JD_16793,H690⑧,口沿,
JD08397_interior,JD08397,L08,rim,,interior,JD_16794,H690⑧,口沿,
JD08398_exterior,JD08398,L08,body,,exterior,JD_16795,H690⑧,腹片,
JD08398_interior,JD08398,L08,body,,interior,JD_16796,H690⑧,腹片,
JD08399_exterior,JD08399,L08,body,,exterior,JD_16797,H690⑧,腹片,
JD08399_interior,JD08399,L08,body,,interior,JD_16798,H690⑧,腹片,
JD08400_exterior,JD08400,L08,body,,exterior,JD_16799,H690⑧,腹片,
JD08400_interior,JD08400,L08,body,,interior,JD_16800,H690⑧,腹片,
JD08401_exterior,JD08401,L08,rim,,exterior,JD_16801,H690⑧,口沿,
JD08401_interior,JD08401,L08,rim,,interior,JD_16802,H690⑧,口沿,
JD08402_exterior,JD08402,L08,rim,,exterior,JD_16803,H690⑧,口沿,
JD08402_interior,JD08402,L08,rim,,interior,JD_16804,H690⑧,口沿,
JD08403_exterior,JD08403,L08,body,,exterior,JD_16805,H690⑧,腹片,
JD08403_interior,JD08403,L08,body,,interior,JD_16806,H690⑧,腹片,
JD08404_exterior,JD08404,L08,body,,exterior,JD_16807,H690⑧,腹片,
JD08404_interior,JD08404,L08,body,,interior,JD_16808,H690⑧,腹片,
JD08405_exterior,JD08405,L08,body,,exterior,JD_16809,H690⑧,腹片,
JD08405_interior,JD08405,L08,body,,interior,JD_16810,H690⑧,腹片,
JD08406_exterior,JD08406,L08,body,,exterior,JD_16811,H690⑧,腹片,
JD08406_interior,JD08406,L08,body,,interior,JD_16812,H690⑧,腹片,
JD08407_exterior,JD08407,L08,body,,exterior,JD_16813,H690⑧,腹片,
JD08407_interior,JD08407,L08,body,,interior,JD_16814,H690⑧,腹片,
JD08408_exterior,JD08408,L08,body,,exterior,JD_16815,H690⑧,腹片,
JD08408_interior,JD08408,L08,body,,interior,JD_16816,H690⑧,腹片,
JD08409_exterior,JD08409,L08,body,,exterior,JD_16817,H690⑧,腹片,
JD08409_interior,JD08409,L08,body,,interior,JD_16818,H690⑧,腹片,
JD08410_exterior,JD08410,L08,body,,exterior,JD_16819,H690⑧,腹片,
JD08410_interior,JD08410,L08,body,,interior,JD_16820,H690⑧,腹片,
JD08411_exterior,JD08411,L08,body,,exterior,JD_16821,H690⑧,腹片,
JD08411_interior,JD08411,L08,body,,interior,JD_16822,H690⑧,腹片,
JD08412_exterior,JD08412,L08,body,,exterior,JD_16823,H690⑧,腹片,
JD08412_interior,JD08412,L08,body,,interior,JD_16824,H690⑧,腹片,
JD08413_exterior,JD08413,L08,body,,exterior,JD_16825,H690⑧,腹片,
JD08413_interior,JD08413,L08,body,,interior,JD_16826,H690⑧,腹片,
JD08414_exterior,JD08414,L08,body,,exterior,JD_16827,H690⑧,腹片,
JD08414_interior,JD08414,L08,body,,interior,JD_16828,H690⑧,腹片,
JD08415_exterior,JD08415,L08,body,,exterior,JD_16829,H690⑧,腹片,
JD08415_interior,JD08415,L08,body,,interior,JD_16830,H690⑧,腹片,
JD08416_exterior,JD08416,L08,rim,,exterior,JD_16831,H690⑧,口沿,
JD08416_interior,JD08416,L08,rim,,interior,JD_16832,H690⑧,口沿,
JD08417_exterior,JD08417,L08,body,,exterior,JD_16833,H690⑧,腹片,
JD08417_interior,JD08417,L08,body,,interior,JD_16834,H690⑧,腹片,
JD08418_exterior,JD08418,L08,rim,,exterior,JD_16835,H690⑧,口沿,
JD08418_interior,JD08418,L08,rim,,interior,JD_16836,H690⑧,口沿,
JD08419_exterior,JD08419,L08,body,,exterior,JD_16837,H690⑧,腹片,
JD08419_interior,JD08419,L08,body,,interior,JD_16838,H690⑧,腹片,
JD08420_exterior,JD08420,L08,body,,exterior,JD_16839,H690⑧,腹片,
JD08420_interior,JD08420,L08,body,,interior,JD_16840,H690⑧,腹片,
JD08421_exterior,JD08421,L08,body,,exterior,JD_16841,H690⑧,腹片,
JD08421_interior,JD08421,L08,body,,interior,JD_16842,H690⑧,腹片,
JD08422_exterior,JD08422,L08,body,,exterior,JD_16843,H690⑧,腹片,
JD08422_interior,JD08422,L08,body,,interior,JD_16844,H690⑧,腹片,
JD08423_exterior,JD08423,L08,body,,exterior,JD_16845,H690⑧,腹片,
JD08423_interior,JD08423,L08,body,,interior,JD_16846,H690⑧,腹片,
JD08424_exterior,JD08424,L08,body,,exterior,JD_16847,H690⑧,腹片,
JD08424_interior,JD08424,L08,body,,interior,JD_16848,H690⑧,腹片,
JD08425_exterior,JD08425,L08,body,,exterior,JD_16849,H690⑧,腹片,
JD08425_interior,JD08425,L08,body,,interior,JD_16850,H690⑧,腹片,
JD08426_exterior,JD08426,L08,body,,exterior,JD_16851,H690⑧,腹片,
JD08426_interior,JD08426,L08,body,,interior,JD_16852,H690⑧,腹片,
JD08427_exterior,JD08427,L08,body,,exterior,JD_16853,H690⑧,腹片,
JD08427_interior,JD08427,L08,body,,interior,JD_16854,H690⑧,腹片,
JD08428_exterior,JD08428,L08,body,,exterior,JD_16855,H690⑧,腹片,
JD08428_interior,JD08428,L08,body,,interior,JD_16856,H690⑧,腹片,
JD08429_exterior,JD08429,L08,body,,exterior,JD_16857,H690⑧,腹片,
JD08429_interior,JD08429,L08,body,,interior,JD_16858,H690⑧,腹片,
JD08430_exterior,JD08430,L08,body,,exterior,JD_16859,H690⑧,腹片,
JD08430_interior,JD08430,L08,body,,interior,JD_16860,H690⑧,腹片,
JD08431_exterior,JD08431,L08,body,,exterior,JD_16861,H690⑧,腹片,
JD08431_interior,JD08431,L08,body,,interior,JD_16862,H690⑧,腹片,
JD08432_exterior,JD08432,L08,rim,,exterior,JD_16863,H690⑧,口沿,
JD08432_interior,JD08432,L08,rim,,interior,JD_16864,H690⑧,口沿,
JD08433_exterior,JD08433,L08,body,,exterior,JD_16865,H690⑧,腹片,
JD08433_interior,JD08433,L08,body,,interior,JD_16866,H690⑧,腹片,
JD08434_exterior,JD08434,L08,body,,exterior,JD_16867,H690⑧,腹片,
JD08434_interior,JD08434,L08,body,,interior,JD_16868,H690⑧,腹片,
JD08435_exterior,JD08435,L08,body,,exterior,JD_16869,H690⑧,腹片,
JD08435_interior,JD08435,L08,body,,interior,JD_16870,H690⑧,腹片,
JD08436_exterior,JD08436,L08,body,,exterior,JD_16871,H690⑧,腹片,
JD08436_interior,JD08436,L08,body,,interior,JD_16872,H690⑧,腹片,
JD08437_exterior,JD08437,L08,body,,exterior,JD_16873,H690⑧,腹片,
JD08437_interior,JD08437,L08,body,,interior,JD_16874,H690⑧,腹片,
JD08438_exterior,JD08438,L08,body,,exterior,JD_16875,H690⑧,腹片,
JD08438_interior,JD08438,L08,body,,interior,JD_16876,H690⑧,腹片,
JD08439_exterior,JD08439,L08,body,,exterior,JD_16877,H690⑧,腹片,
JD08439_interior,JD08439,L08,body,,interior,JD_16878,H690⑧,腹片,
JD08440_exterior,JD08440,L08,body,li,exterior,JD_16879,H690⑧,腹片,鬲
JD08440_interior,JD08440,L08,body,li,interior,JD_16880,H690⑧,腹片,鬲
JD08441_exterior,JD08441,L08,body,,exterior,JD_16881,H690⑧,腹片,
JD08441_interior,JD08441,L08,body,,interior,JD_16882,H690⑧,腹片,
JD08442_exterior,JD08442,L08,foot (tip),"li, yan, ding",exterior,JD_16883,H690⑧,足尖,鬲、甗或鼎
JD08442_interior,JD08442,L08,foot (tip),"li, yan, ding",interior,JD_16884,H690⑧,足尖,鬲、甗或鼎
JD08443_exterior,JD08443,L08,foot (tip),"li, yan, ding",exterior,JD_16885,H690⑧,足尖,鬲、甗或鼎
